Idade,Anos_Experiencia,Escolaridade,Segunda_Lingua,Terceira_Lingua,Regiao,Profissao,Salario
53.0,27.0,Doutorado,Inglês,Espanhol,Centro-Oeste,Programador,21733.9
20.0,27.0,Fundamental,Inglês,Espanhol,Sudeste,Programador,12104.98
18.0,7.0,Médio,Italiano,Nenhuma,Sudeste,Enfermeiro,3647.4
44.0,26.0,Superior,Inglês,Nenhuma,Nordeste,Médico,17841.91
64.0,15.0,Mestrado,Inglês,Nenhuma,Sudeste,Pesquisador,18320.61
57.0,17.0,Superior,Inglês,Nenhuma,Centro-Oeste,Administrador,8882.76
50.0,24.0,Pós,Alemão,Espanhol,Sudeste,Administrador,11993.15
37.0,0.0,Superior,Inglês,Nenhuma,Sudeste,Pesquisador,11293.94
31.0,7.0,Fundamental,Inglês,Nenhuma,Norte,Arquiteto,5811.47
53.0,20.0,Superior,Inglês,Nenhuma,Sul,Policial,6351.62
22.0,33.0,Superior,Inglês,Nenhuma,Nordeste,Agrônomo,8382.77
40.0,23.0,Médio,Alemão,Inglês,Sul,Consultor,6976.59
62.0,36.0,Médio,Italiano,Nenhuma,Sudeste,Pesquisador,13773.49
32.0,25.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Analista de Dados,12730.61
23.0,13.0,Superior,Nenhuma,Inglês,Norte,Professor,6584.87
50.0,28.0,Pós,Inglês,Inglês,Sudeste,Cientista,26326.43
36.0,,Técnico,Italiano,Inglês,Centro-Oeste,Consultor,6712.65
30.0,2.0,Superior,Francês,Inglês,Sul,Arquiteto,erro
46.0,6.0,Pós,Inglês,Inglês,Sul,Agrônomo,6718.63
23.0,35.0,Superior,Inglês,Nenhuma,Nordeste,Designer,10036.43
32.0,10.0,Superior,Inglês,Alemão,Sudeste,Engenheiro,16482.77
33.0,31.0,Mestrado,Nenhuma,Alemão,Centro-Oeste,Programador,21978.27
41.0,11.0,Superior,Alemão,Nenhuma,Sudeste,Economista,7504.35
40.0,14.0,Mestrado,Inglês,Nenhuma,Nordeste,Enfermeiro,7277.32
65.0,,Superior,Italiano,Nenhuma,Sul,Motorista,6052.44
27.0,23.0,Médio,Francês,Espanhol,Sul,Arquiteto,8854.0
58.0,0.0,Técnico,Alemão,Inglês,Sudeste,Administrador,4290.95
58.0,17.0,Técnico,Francês,Nenhuma,Sul,Designer,5591.25
34.0,6.0,Médio,Alemão,Nenhuma,Centro-Oeste,Consultor,4548.19
61.0,1.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Motorista,2121.65
62.0,39.0,Superior,Alemão,Nenhuma,Sudeste,Vendedor,4904.99
47.0,30.0,Superior,Alemão,Nenhuma,Centro-Oeste,Motorista,4125.66
61.0,32.0,Superior,Inglês,Francês,Nordeste,Analista de Dados,15703.43
63.0,29.0,Superior,Francês,Nenhuma,Centro-Oeste,Arquiteto,12220.7
27.0,30.0,Fundamental,Nenhuma,Nenhuma,Sul,Técnico,3588.7
36.0,33.0,Médio,Inglês,Inglês,Sudeste,Pesquisador,15557.71
46.0,6.0,Superior,Inglês,Nenhuma,Sudeste,Arquiteto,13206.35
19.0,24.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Professor,7999.18
53.0,15.0,Médio,Inglês,Nenhuma,Sul,Consultor,6066.58
36.0,21.0,Técnico,Nenhuma,Inglês,Sul,Consultor,6486.68
24.0,35.0,Técnico,Inglês,Nenhuma,Norte,Consultor,9323.53
43.0,26.0,Fundamental,Inglês,Nenhuma,Centro-Oeste,Economista,4738.01
32.0,16.0,Superior,Nenhuma,Nenhuma,Norte,Advogado,12501.78
64.0,3.0,Fundamental,Inglês,Nenhuma,Nordeste,Programador,5374.04
55.0,34.0,Fundamental,Inglês,Alemão,Sul,Advogado,16929.5
20.0,21.0,Pós,Inglês,Nenhuma,Sul,Policial,6955.81
55.0,34.0,Técnico,Nenhuma,Italiano,Norte,Economista,6147.81
33.0,14.0,Superior,Inglês,Nenhuma,Norte,Técnico,6227.32
19.0,39.0,Técnico,Inglês,Nenhuma,Sudeste,Técnico,8767.07
48.0,20.0,Doutorado,Inglês,Nenhuma,Nordeste,Arquiteto,19844.86
45.0,12.0,Pós,Italiano,Nenhuma,Norte,Engenheiro,12143.88
24.0,10.0,Técnico,Italiano,Nenhuma,Sul,Médico,9456.57
47.0,26.0,Médio,Inglês,Nenhuma,Centro-Oeste,Advogado,12471.91
60.0,30.0,Médio,Nenhuma,Nenhuma,Centro-Oeste,Advogado,14007.67
24.0,31.0,Pós,Inglês,Alemão,Nordeste,Médico,
53.0,29.0,Superior,Inglês,Francês,Sudeste,Engenheiro,22938.77
46.0,17.0,Médio,Inglês,Nenhuma,Sudeste,Analista de Dados,10279.14
41.0,15.0,Doutorado,Francês,Nenhuma,Nordeste,Engenheiro,23042.88
56.0,34.0,Técnico,Alemão,Nenhuma,Sul,Vendedor,3940.31
21.0,8.0,Superior,Nenhuma,Espanhol,Sudeste,Pesquisador,9814.39
46.0,38.0,Mestrado,Alemão,Nenhuma,Centro-Oeste,Cientista,21953.95
61.0,36.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Enfermeiro,9972.59
22.0,9.0,Superior,Inglês,Nenhuma,Nordeste,Policial,4943.28
46.0,11.0,Mestrado,Nenhuma,Nenhuma,Sul,Engenheiro,20704.57
47.0,7.0,Doutorado,Inglês,Nenhuma,Sul,Administrador,10903.36
46.0,2.0,Doutorado,Inglês,Nenhuma,Centro-Oeste,Médico,18858.13
43.0,18.0,Técnico,Inglês,Inglês,Sudeste,Economista,10659.4
36.0,10.0,Técnico,Inglês,Espanhol,Sudeste,Professor,7987.08
43.0,7.0,Médio,Nenhuma,Inglês,Sul,Professor,4656.19
54.0,25.0,Mestrado,Inglês,Nenhuma,Sudeste,Economista,12617.83
44.0,22.0,Médio,Inglês,Nenhuma,Sudeste,Cientista,16502.3
47.0,9.0,Técnico,Inglês,Nenhuma,Sudeste,Consultor,6055.17
47.0,17.0,Fundamental,Nenhuma,Nenhuma,Sul,Agrônomo,3113.61
20.0,11.0,Superior,Alemão,Espanhol,Sudeste,Analista de Dados,10274.9
60.0,38.0,Superior,Inglês,Nenhuma,Norte,Médico,17112.29
24.0,25.0,Médio,Nenhuma,Italiano,Sul,Administrador,5407.49
26.0,10.0,Pós,Nenhuma,Nenhuma,Sudeste,Cientista,13420.42
,9.0,Técnico,Italiano,Alemão,Nordeste,Agrônomo,3637.94
59.0,2.0,Técnico,Alemão,Inglês,Sudeste,Cientista,11521.76
,xxx,Doutorado,Inglês,Nenhuma,Norte,Policial,7560.39
32.0,3.0,Superior,Italiano,Nenhuma,Sudeste,Professor,7205.24
22.0,39.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Vendedor,3363.0
46.0,7.0,Doutorado,Nenhuma,Nenhuma,Nordeste,Economista,7995.91
,37.0,Técnico,Alemão,Nenhuma,Nordeste,Enfermeiro,4746.31
44.0,12.0,Superior,Francês,Nenhuma,Centro-Oeste,Professor,5928.19
44.0,11.0,Pós,Italiano,Alemão,Sul,Cientista,17643.83
25.0,34.0,Superior,Nenhuma,Nenhuma,Sudeste,Vendedor,4889.01
49.0,37.0,Superior,Inglês,Nenhuma,Nordeste,Administrador,10936.3
37.0,35.0,Médio,Alemão,Nenhuma,Sul,Engenheiro,17318.37
27.0,1.0,Superior,Inglês,Nenhuma,Nordeste,Vendedor,2807.37
,14.0,Técnico,Nenhuma,Alemão,Sul,Arquiteto,9909.6
46.0,33.0,Superior,Inglês,Nenhuma,Norte,Pesquisador,16904.15
52.0,38.0,Superior,Nenhuma,Nenhuma,Sul,Advogado,18782.38
25.0,25.0,Superior,Inglês,Nenhuma,Sudeste,Designer,10865.32
46.0,4.0,Pós,Inglês,Nenhuma,Sudeste,Advogado,20206.39
48.0,24.0,Fundamental,Inglês,Nenhuma,Centro-Oeste,Arquiteto,7740.6
58.0,33.0,Médio,Nenhuma,Inglês,Sul,Pesquisador,13460.59
47.0,3.0,Médio,Francês,Inglês,Sudeste,Engenheiro,8647.53
39.0,33.0,Doutorado,Inglês,Alemão,Norte,Economista,16832.87
38.0,26.0,Mestrado,Inglês,Nenhuma,Norte,Engenheiro,19006.55
29.0,28.0,Doutorado,Inglês,Nenhuma,Centro-Oeste,Arquiteto,22200.8
28.0,4.0,Técnico,Inglês,Nenhuma,Norte,Analista de Dados,8495.06
19.0,17.0,Superior,Alemão,Inglês,Norte,Agrônomo,5901.33
58.0,xxx,Superior,Inglês,Nenhuma,Centro-Oeste,Técnico,4869.35
19.0,0.0,Superior,Francês,Italiano,Nordeste,Engenheiro,9896.36
51.0,19.0,Pós,Inglês,Nenhuma,Centro-Oeste,Médico,17743.29
,5.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Enfermeiro,2894.43
33.0,19.0,Superior,Inglês,Inglês,Norte,Policial,6339.39
21.0,19.0,Pós,Inglês,Inglês,Sudeste,Pesquisador,26139.96
40.0,26.0,Técnico,Italiano,Nenhuma,Centro-Oeste,Consultor,7477.38
37.0,25.0,Doutorado,Inglês,Inglês,Sudeste,Técnico,15752.42
42.0,31.0,Superior,Inglês,Nenhuma,Sul,Agrônomo,10070.13
47.0,9.0,Pós,Inglês,Inglês,Centro-Oeste,Arquiteto,12028.66
35.0,17.0,Pós,Italiano,Nenhuma,Sudeste,Médico,21196.18
59.0,11.0,Superior,Inglês,Espanhol,Nordeste,Designer,6373.07
28.0,9.0,Técnico,Inglês,Nenhuma,Sul,Administrador,7695.49
46.0,23.0,Superior,Italiano,Espanhol,Sudeste,Médico,16435.49
34.0,23.0,Médio,Alemão,Inglês,Nordeste,Vendedor,2803.26
43.0,37.0,Doutorado,Alemão,Nenhuma,Sudeste,Engenheiro,36611.1
40.0,24.0,Médio,Inglês,Francês,Sul,Vendedor,3824.66
65.0,7.0,Técnico,Italiano,Inglês,Sudeste,Enfermeiro,4235.25
37.0,13.0,Doutorado,Francês,Nenhuma,Norte,Administrador,9427.28
62.0,30.0,Médio,Francês,Nenhuma,Norte,Administrador,6387.69
19.0,23.0,Médio,Italiano,Francês,Sudeste,Pesquisador,14531.71
41.0,15.0,Mestrado,Alemão,Nenhuma,Sudeste,Pesquisador,18068.47
48.0,19.0,Técnico,Alemão,Espanhol,Sudeste,Economista,6550.3
44.0,37.0,Médio,Francês,Inglês,Sul,Designer,7149.03
19.0,14.0,Médio,Nenhuma,Nenhuma,Nordeste,Administrador,5299.75
31.0,13.0,Mestrado,Francês,Nenhuma,Norte,Engenheiro,17620.09
21.0,11.0,Técnico,Italiano,Inglês,Nordeste,Cientista,7710.28
30.0,,Superior,Inglês,Inglês,Sudeste,Economista,15024.79
53.0,7.0,Técnico,Alemão,Inglês,Nordeste,Analista de Dados,8498.53
52.0,18.0,Técnico,Inglês,Nenhuma,Sudeste,Administrador,9141.74
61.0,4.0,Médio,Inglês,Espanhol,Sul,Engenheiro,9783.76
25.0,26.0,Doutorado,Inglês,Nenhuma,Sul,Policial,12696.6
19.0,12.0,Superior,Inglês,Espanhol,Nordeste,Arquiteto,9819.27
23.0,31.0,Médio,Inglês,Inglês,Sul,Médico,18587.67
48.0,30.0,Médio,Alemão,Italiano,Sul,Motorista,4005.39
27.0,36.0,Superior,Inglês,Espanhol,Sul,Analista de Dados,19295.5
61.0,1.0,Superior,Nenhuma,Inglês,Sul,Economista,5853.94
38.0,6.0,Médio,Inglês,Inglês,Norte,Economista,5541.95
59.0,10.0,Técnico,Nenhuma,Italiano,Sudeste,Analista de Dados,7203.23
27.0,10.0,Pós,Inglês,Nenhuma,Centro-Oeste,Programador,11463.5
40.0,22.0,Superior,Nenhuma,Francês,Nordeste,Agrônomo,5681.63
20.0,30.0,Fundamental,Inglês,Nenhuma,Centro-Oeste,Professor,6097.57
49.0,7.0,Médio,Inglês,Nenhuma,Sul,Consultor,
37.0,31.0,Superior,Francês,Inglês,Sul,Consultor,10884.59
27.0,20.0,Médio,Inglês,Espanhol,Nordeste,Analista de Dados,8796.46
46.0,30.0,Médio,Francês,Nenhuma,Nordeste,Arquiteto,9785.02
58.0,0.0,Pós,Inglês,Nenhuma,Sul,Arquiteto,13235.31
63.0,12.0,Superior,Inglês,Italiano,Sudeste,Professor,9385.49
51.0,10.0,Superior,Inglês,Inglês,Sudeste,Pesquisador,15408.22
54.0,28.0,Superior,Inglês,Nenhuma,Centro-Oeste,Policial,7879.11
37.0,3.0,Pós,Inglês,Inglês,Nordeste,Advogado,14655.91
25.0,35.0,Médio,Nenhuma,Espanhol,Centro-Oeste,Programador,10269.85
24.0,14.0,Médio,Francês,Inglês,Centro-Oeste,Vendedor,3159.87
23.0,2.0,Médio,Nenhuma,Nenhuma,Sul,Cientista,7091.96
28.0,28.0,Doutorado,Nenhuma,Nenhuma,Nordeste,Enfermeiro,8968.01
61.0,20.0,Superior,Inglês,Alemão,Sul,Arquiteto,16276.36
35.0,1.0,Médio,Inglês,Inglês,Sul,Arquiteto,8131.43
59.0,5.0,Médio,Nenhuma,Italiano,Sudeste,Vendedor,2330.21
46.0,30.0,Pós,Inglês,Nenhuma,Centro-Oeste,Consultor,10832.13
42.0,23.0,Fundamental,Nenhuma,Nenhuma,Sudeste,Pesquisador,9354.32
38.0,,Pós,Alemão,Espanhol,Sudeste,Pesquisador,20099.4
63.0,16.0,Doutorado,Inglês,Espanhol,Centro-Oeste,Pesquisador,21336.02
20.0,4.0,Médio,Inglês,Nenhuma,Centro-Oeste,Analista de Dados,8127.78
35.0,1.0,Médio,Inglês,Espanhol,Norte,Enfermeiro,3478.04
41.0,11.0,Fundamental,Alemão,Espanhol,Centro-Oeste,Engenheiro,erro
64.0,4.0,Médio,Inglês,Espanhol,Nordeste,Arquiteto,7676.71
55.0,19.0,Superior,Inglês,Espanhol,Norte,Engenheiro,12865.48
27.0,7.0,Fundamental,Inglês,Nenhuma,Nordeste,Pesquisador,5818.65
44.0,0.0,Superior,Inglês,Francês,Nordeste,Técnico,4617.8
29.0,5.0,Superior,Alemão,Espanhol,Centro-Oeste,Policial,4338.21
24.0,10.0,Doutorado,Nenhuma,Francês,Sul,Enfermeiro,8173.91
34.0,2.0,Superior,Nenhuma,Nenhuma,Sul,Consultor,6519.15
18.0,30.0,Médio,Nenhuma,Nenhuma,Norte,Arquiteto,8925.0
43.0,27.0,Técnico,Alemão,Espanhol,Nordeste,Arquiteto,11157.07
32.0,4.0,Superior,Alemão,Nenhuma,Centro-Oeste,Advogado,
50.0,25.0,Médio,Nenhuma,Nenhuma,Nordeste,Agrônomo,4307.12
54.0,15.0,Médio,Inglês,Nenhuma,Centro-Oeste,Programador,8346.16
64.0,30.0,Doutorado,Inglês,Italiano,Sul,Agrônomo,15892.41
48.0,27.0,Fundamental,Inglês,Alemão,Sudeste,Agrônomo,4419.2
52.0,6.0,Médio,Nenhuma,Nenhuma,Centro-Oeste,Administrador,4582.35
18.0,37.0,Mestrado,Inglês,Nenhuma,Sudeste,Pesquisador,26874.6
25.0,8.0,Médio,Inglês,Nenhuma,Nordeste,Policial,4269.85
29.0,38.0,Fundamental,Nenhuma,Nenhuma,Nordeste,Médico,10217.75
36.0,34.0,Médio,Inglês,Nenhuma,Nordeste,Cientista,11544.4
42.0,26.0,Superior,Nenhuma,Nenhuma,Sudeste,Técnico,8034.31
49.0,11.0,Doutorado,Inglês,Nenhuma,Nordeste,Professor,11642.67
,24.0,Superior,Italiano,Nenhuma,Sul,Consultor,6966.33
30.0,28.0,Médio,Francês,Francês,Centro-Oeste,Cientista,erro
45.0,30.0,Médio,Inglês,Nenhuma,Sudeste,Analista de Dados,12266.83
18.0,33.0,Superior,Inglês,Francês,Sudeste,Técnico,11125.02
23.0,32.0,Pós,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,erro
25.0,26.0,Superior,Francês,Italiano,Sul,Enfermeiro,6602.73
21.0,1.0,Superior,Inglês,Inglês,Sudeste,Engenheiro,13116.24
22.0,13.0,Doutorado,Francês,Inglês,Sul,Médico,558241.2000000001
42.0,12.0,Médio,Italiano,Francês,Sudeste,Arquiteto,8752.15
39.0,23.0,Médio,Inglês,Nenhuma,Norte,Médico,11438.14
45.0,,Mestrado,Italiano,Nenhuma,Norte,Designer,6543.47
56.0,33.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,7267.7
40.0,22.0,Técnico,Nenhuma,Alemão,Sul,Enfermeiro,4555.56
21.0,18.0,Superior,Inglês,Inglês,Nordeste,Cientista,12328.59
21.0,29.0,Técnico,Inglês,Nenhuma,Sudeste,Analista de Dados,12495.67
64.0,15.0,Técnico,Nenhuma,Inglês,Nordeste,Motorista,erro
38.0,39.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Advogado,43310.29
54.0,33.0,Médio,Francês,Nenhuma,Sudeste,Cientista,14560.82
58.0,10.0,Superior,Inglês,Nenhuma,Sul,Programador,9722.01
19.0,13.0,Fundamental,Italiano,Nenhuma,Centro-Oeste,Médico,8164.77
24.0,14.0,Mestrado,Inglês,Nenhuma,Sul,Motorista,6541.12
33.0,34.0,Médio,Inglês,Nenhuma,Sul,Motorista,5125.89
34.0,6.0,Pós,Italiano,Nenhuma,Centro-Oeste,Administrador,7219.14
37.0,28.0,Médio,Nenhuma,Nenhuma,Sul,Vendedor,3296.69
40.0,21.0,Superior,Inglês,Inglês,Centro-Oeste,Analista de Dados,14038.53
51.0,22.0,Pós,Francês,Nenhuma,Sudeste,Médico,20807.76
28.0,23.0,Técnico,Inglês,Italiano,Centro-Oeste,Designer,7480.95
51.0,34.0,Técnico,Inglês,Nenhuma,Nordeste,Cientista,14847.15
50.0,9.0,Superior,Alemão,Inglês,Sudeste,Consultor,6462.36
43.0,7.0,Médio,Inglês,Francês,Sul,Médico,13620.34
19.0,11.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Pesquisador,17160.83
40.0,28.0,Médio,Nenhuma,Nenhuma,Sul,Enfermeiro,4101.96
58.0,28.0,Pós,Francês,Inglês,Sul,Pesquisador,16340.62
39.0,22.0,Mestrado,Nenhuma,Nenhuma,Centro-Oeste,Programador,17261.78
51.0,25.0,Técnico,Inglês,Nenhuma,Sudeste,Economista,11214.92
32.0,36.0,Médio,Nenhuma,Nenhuma,Nordeste,Designer,5970.95
27.0,31.0,Médio,Inglês,Nenhuma,Centro-Oeste,Advogado,13038.75
32.0,37.0,Doutorado,Alemão,Nenhuma,Sudeste,Designer,14923.96
59.0,5.0,Pós,Inglês,Nenhuma,Sudeste,Economista,10530.17
46.0,7.0,Superior,Inglês,Nenhuma,Sul,Motorista,3510.5
40.0,16.0,Técnico,Italiano,Nenhuma,Nordeste,Vendedor,2651.78
34.0,11.0,Fundamental,Inglês,Inglês,Sudeste,Cientista,9259.71
26.0,21.0,Superior,Alemão,Nenhuma,Sudeste,Advogado,20428.7
53.0,13.0,Doutorado,Inglês,Nenhuma,Nordeste,Enfermeiro,10268.47
26.0,33.0,Médio,Italiano,Nenhuma,Sudeste,Agrônomo,6850.19
33.0,18.0,Pós,Alemão,Nenhuma,Sul,Programador,13021.55
53.0,5.0,Médio,Inglês,Nenhuma,Sul,Economista,4740.38
65.0,17.0,Pós,Inglês,Alemão,Sul,Pesquisador,20785.2
50.0,35.0,Técnico,Inglês,Nenhuma,Sudeste,Analista de Dados,14328.39
48.0,36.0,Pós,Francês,Nenhuma,Sul,Médico,21771.46
23.0,37.0,Doutorado,Alemão,Italiano,Norte,Programador,24491.48
27.0,14.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Professor,7441.87
33.0,37.0,Doutorado,Alemão,Inglês,Nordeste,Agrônomo,11766.37
21.0,39.0,Médio,Inglês,Nenhuma,Sudeste,Programador,14256.41
,8.0,Doutorado,Nenhuma,Inglês,Centro-Oeste,Cientista,19062.84
30.0,5.0,Mestrado,Nenhuma,Espanhol,Sudeste,Analista de Dados,14323.23
33.0,1.0,Médio,Inglês,Nenhuma,Centro-Oeste,Consultor,3886.45
46.0,,Superior,Nenhuma,Nenhuma,Sudeste,Programador,13813.56
23.0,0.0,Doutorado,Italiano,Nenhuma,Sudeste,Professor,8400.15
43.0,29.0,Médio,Inglês,Nenhuma,Centro-Oeste,Médico,15560.4
28.0,32.0,Superior,Inglês,Nenhuma,Nordeste,Médico,20091.94
41.0,0.0,Pós,Inglês,Espanhol,Nordeste,Motorista,2973.59
,38.0,Fundamental,Italiano,Inglês,Sudeste,Arquiteto,11076.31
20.0,15.0,Pós,Inglês,Francês,Norte,Analista de Dados,15567.95
27.0,16.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,4698.2
18.0,37.0,Médio,Inglês,Nenhuma,Sudeste,Analista de Dados,17275.49
60.0,17.0,Superior,Inglês,Nenhuma,Centro-Oeste,Cientista,11851.28
43.0,21.0,Superior,Alemão,Nenhuma,Sudeste,Agrônomo,6676.97
29.0,21.0,Mestrado,Nenhuma,Inglês,Sudeste,Designer,11816.14
31.0,34.0,Superior,Francês,Italiano,Sul,Arquiteto,17174.23
42.0,30.0,Superior,Nenhuma,Nenhuma,Nordeste,Vendedor,3267.25
25.0,39.0,Superior,Italiano,Nenhuma,Sudeste,Técnico,6889.49
60.0,26.0,Pós,Inglês,Nenhuma,Sudeste,Advogado,29906.3
21.0,35.0,Doutorado,Nenhuma,Espanhol,Sudeste,Agrônomo,14794.0
45.0,3.0,Pós,Inglês,Nenhuma,Centro-Oeste,Professor,6227.37
24.0,4.0,Superior,Nenhuma,Italiano,Sul,Economista,6835.0
27.0,24.0,Técnico,Italiano,Espanhol,Nordeste,Engenheiro,13978.36
53.0,30.0,Mestrado,Nenhuma,Inglês,Sudeste,Economista,13263.83
19.0,13.0,Pós,Inglês,Alemão,Norte,Consultor,9321.82
43.0,29.0,Médio,Nenhuma,Inglês,Sudeste,Consultor,7962.87
31.0,11.0,Superior,Francês,Italiano,Nordeste,Técnico,4466.45
33.0,26.0,Superior,Inglês,Italiano,Sudeste,Policial,9549.32
60.0,23.0,Médio,Nenhuma,Inglês,Sudeste,Programador,11813.9
59.0,29.0,Superior,Nenhuma,Italiano,Sudeste,Consultor,8322.81
34.0,17.0,Médio,Alemão,Italiano,Nordeste,Designer,5080.45
63.0,13.0,Pós,Inglês,Nenhuma,Nordeste,Advogado,14788.95
,18.0,Técnico,Inglês,Inglês,Sudeste,Designer,8851.75
21.0,21.0,Médio,Francês,Nenhuma,Sudeste,Consultor,6305.55
36.0,25.0,Médio,Nenhuma,Inglês,Sudeste,Economista,6436.01
19.0,6.0,Superior,Alemão,Nenhuma,Sudeste,Cientista,
56.0,27.0,Médio,Inglês,Nenhuma,Sudeste,Vendedor,4841.27
26.0,37.0,Mestrado,Inglês,Nenhuma,Sul,Economista,16757.14
36.0,4.0,Fundamental,Francês,Nenhuma,Sudeste,Técnico,3297.24
33.0,35.0,Mestrado,Francês,Alemão,Centro-Oeste,Advogado,31166.88
42.0,17.0,Superior,Alemão,Nenhuma,Nordeste,Enfermeiro,4270.42
,13.0,Doutorado,Inglês,Nenhuma,Sudeste,Professor,17434.66
35.0,22.0,Médio,Inglês,Inglês,Sul,Pesquisador,12992.49
40.0,13.0,Médio,Inglês,Nenhuma,Sudeste,Enfermeiro,4475.96
38.0,31.0,Superior,Inglês,Espanhol,Nordeste,Consultor,9525.31
28.0,4.0,Pós,Inglês,Nenhuma,Centro-Oeste,Programador,erro
56.0,21.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Designer,6120.83
58.0,27.0,Fundamental,Alemão,Nenhuma,Nordeste,Advogado,9437.93
21.0,11.0,Superior,Alemão,Inglês,Centro-Oeste,Analista de Dados,9303.3
42.0,17.0,Médio,Inglês,Italiano,Sudeste,Designer,7517.65
49.0,35.0,Técnico,Francês,Inglês,Centro-Oeste,Professor,8664.84
47.0,30.0,Superior,Inglês,Nenhuma,Sul,Professor,11603.08
62.0,12.0,Pós,Nenhuma,Inglês,Nordeste,Engenheiro,17798.74
43.0,19.0,Doutorado,Inglês,Espanhol,Norte,Médico,27002.93
53.0,35.0,Médio,Italiano,Nenhuma,Sudeste,Designer,7557.58
51.0,6.0,Superior,Italiano,Nenhuma,Nordeste,Analista de Dados,6590.25
26.0,22.0,Médio,Inglês,Nenhuma,Norte,Programador,8991.85
29.0,33.0,Médio,Nenhuma,Alemão,Centro-Oeste,Economista,7446.82
19.0,31.0,Superior,Inglês,Inglês,Sul,Programador,18686.8
55.0,20.0,Pós,Inglês,Francês,Sudeste,Administrador,erro
erro,5.0,Doutorado,Inglês,Italiano,Sul,Economista,11287.65
22.0,,Pós,Nenhuma,Espanhol,Sul,Cientista,17536.41
39.0,34.0,Médio,Inglês,Francês,Norte,Motorista,4072.14
22.0,19.0,Médio,Alemão,Inglês,Norte,Consultor,4672.92
21.0,10.0,Pós,Inglês,Inglês,Nordeste,Motorista,3469.06
26.0,31.0,Superior,Alemão,Nenhuma,Sul,Arquiteto,14452.61
46.0,13.0,Técnico,Francês,Inglês,Sudeste,Engenheiro,15370.8
39.0,23.0,Superior,Inglês,Inglês,Sul,Enfermeiro,6841.58
44.0,38.0,Doutorado,Inglês,Nenhuma,Nordeste,Engenheiro,35088.27
27.0,30.0,Pós,Inglês,Inglês,Centro-Oeste,Enfermeiro,11359.36
33.0,16.0,Superior,Nenhuma,Inglês,Norte,Consultor,6637.63
59.0,24.0,Doutorado,Nenhuma,Nenhuma,Sul,Pesquisador,28124.52
59.0,8.0,Pós,Inglês,Espanhol,Nordeste,Enfermeiro,4919.69
27.0,21.0,Fundamental,Nenhuma,Nenhuma,Sul,Vendedor,2303.42
23.0,34.0,Médio,Inglês,Nenhuma,Centro-Oeste,Professor,7523.35
22.0,36.0,Superior,Inglês,Nenhuma,Sul,Consultor,9766.78
23.0,16.0,Técnico,Alemão,Inglês,Sudeste,Programador,11181.72
64.0,27.0,Mestrado,Italiano,Nenhuma,Sudeste,Técnico,9257.21
42.0,0.0,Mestrado,Inglês,Inglês,Nordeste,Analista de Dados,12385.57
21.0,8.0,Médio,Inglês,Nenhuma,Nordeste,Policial,3762.28
57.0,12.0,Pós,Nenhuma,Nenhuma,Nordeste,Agrônomo,5090.46
65.0,31.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Professor,7160.52
49.0,27.0,Técnico,Inglês,Espanhol,Sudeste,Policial,7070.11
52.0,30.0,Pós,Italiano,Nenhuma,Nordeste,Administrador,11064.3
27.0,7.0,Superior,Inglês,Espanhol,Sudeste,Consultor,7388.23
51.0,7.0,Superior,Inglês,Inglês,Norte,Programador,9442.74
53.0,33.0,Médio,Inglês,Nenhuma,Sul,Engenheiro,erro
23.0,22.0,Superior,Alemão,Nenhuma,Sul,Enfermeiro,6187.21
60.0,9.0,Técnico,Inglês,Inglês,Sul,Designer,5611.32
,36.0,Superior,Inglês,Nenhuma,Centro-Oeste,Vendedor,5558.4
33.0,24.0,Médio,Inglês,Nenhuma,Nordeste,Motorista,3771.76
36.0,32.0,Superior,Inglês,Nenhuma,Sudeste,Arquiteto,20083.52
51.0,3.0,Médio,Inglês,Nenhuma,Sudeste,Cientista,10755.64
,6.0,Médio,Inglês,Nenhuma,Nordeste,Vendedor,1923.96
48.0,32.0,Médio,Nenhuma,Alemão,Sudeste,Técnico,5591.95
58.0,1.0,Mestrado,Inglês,Espanhol,Norte,Analista de Dados,10989.24
34.0,31.0,Fundamental,Italiano,Nenhuma,Sul,Motorista,2354.18
64.0,4.0,Pós,Inglês,Inglês,Nordeste,Enfermeiro,6285.1
47.0,16.0,Médio,Inglês,Nenhuma,Sul,Advogado,11852.15
56.0,11.0,Superior,Inglês,Nenhuma,Sudeste,Policial,6128.47
48.0,11.0,Pós,Nenhuma,Nenhuma,Centro-Oeste,Policial,4373.23
36.0,34.0,Médio,Inglês,Nenhuma,Sudeste,Economista,9307.49
